housing_median_age,total_rooms,median_income,ocean_proximity,median_house_value,county,pop_per_household
36.0,1480.0,4.3971,NEAR BAY,205700.0,Alameda,2.812720848056537
37.0,2801.0,5.8311,<1H OCEAN,387700.0,Santa Barbara,2.4159663865546217
33.0,1401.0,3.4464,INLAND,162500.0,Stanislaus,3.24468085106383
18.0,6235.0,3.0704,NEAR OCEAN,151600.0,San Diego,3.5516351118760756
42.0,1200.0,2.5402,INLAND,157500.0,Stanislaus,3.3697916666666665
35.0,3451.0,2.9167,<1H OCEAN,161700.0,San Luis Obispo,2.3736600306278715
20.0,1743.0,2.2222,INLAND,52900.0,Tulare,4.136904761904762
21.0,3634.0,2.9085,<1H OCEAN,156300.0,Monterey,2.1646673936750274
16.0,3015.0,4.0068,<1H OCEAN,249500.0,Santa Clara,2.192069392812887
44.0,629.0,4.5278,<1H OCEAN,374300.0,Los Angeles,2.08974358974359
4.0,3078.0,4.9688,INLAND,163200.0,San Bernardino,2.759259259259259
39.0,1823.0,6.0749,NEAR BAY,196900.0,Alameda,2.825925925925926
35.0,1851.0,3.2361,INLAND,84000.0,Sacramento,3.520979020979021
16.0,1174.0,1.7143,INLAND,113300.0,Stanislaus,2.4834710743801653
10.0,2271.0,4.0703,INLAND,147100.0,Tulare,2.7541899441340782
13.0,5819.0,4.9335,<1H OCEAN,298100.0,San Diego,2.5727482678983833
15.0,2655.0,3.5179,INLAND,107200.0,Yuba,2.7777777777777777
48.0,1550.0,8.634,NEAR BAY,463500.0,Marin,2.322463768115942
16.0,1580.0,4.7266,<1H OCEAN,191100.0,San Diego,3.5134099616858236
12.0,3609.0,2.8565,INLAND,92700.0,Stanislaus,3.5714285714285716
36.0,2831.0,2.9896,NEAR OCEAN,252700.0,San Diego,1.937878787878788
19.0,7027.0,3.1509,<1H OCEAN,242900.0,Santa Clara,2.1443240159726185
17.0,4418.0,2.7266,INLAND,101000.0,San Bernardino,2.209323583180987
43.0,2084.0,2.9769,INLAND,92700.0,Sacramento,2.2243902439024392
30.0,2294.0,2.1078,INLAND,54700.0,Kern,3.636929460580913
26.0,4629.0,2.735,INLAND,74600.0,Sacramento,3.5563725490196076
15.0,1385.0,1.933,INLAND,140600.0,Merced,3.0392156862745097
27.0,581.0,3.2917,<1H OCEAN,83100.0,Los Angeles,4.938931297709924
35.0,2133.0,4.4211,<1H OCEAN,215200.0,Orange,3.6641791044776117
41.0,1072.0,1.9233,<1H OCEAN,207100.0,Los Angeles,3.538216560509554
16.0,3137.0,6.1306,<1H OCEAN,258200.0,Ventura,3.1743119266055047
9.0,5927.0,2.8194,INLAND,111300.0,Placer,2.864795918367347
44.0,1401.0,2.8472,<1H OCEAN,218800.0,Los Angeles,2.2398523985239853
13.0,2360.0,5.2134,INLAND,97400.0,Kings,3.3814102564102564
35.0,2562.0,3.3906,NEAR BAY,178900.0,Alameda,2.662857142857143
6.0,3068.0,4.2009,<1H OCEAN,238000.0,Orange,1.837686567164179
30.0,2053.0,3.6546,NEAR OCEAN,186200.0,Ventura,3.8260869565217392
10.0,489.0,6.2702,INLAND,345500.0,Riverside,2.472972972972973
45.0,1598.0,2.5417,INLAND,82900.0,San Bernardino,2.41692789968652
36.0,1347.0,5.1423,<1H OCEAN,183100.0,Los Angeles,2.6906474820143886
33.0,555.0,2.1786,<1H OCEAN,137500.0,San Diego,3.477272727272727
25.0,2767.0,6.394,<1H OCEAN,316700.0,Orange,3.086021505376344
36.0,1633.0,3.694,NEAR BAY,159600.0,Alameda,4.088757396449704
39.0,3162.0,2.875,<1H OCEAN,213500.0,Los Angeles,2.3643031784841075
36.0,1528.0,2.2679,<1H OCEAN,153900.0,Los Angeles,3.880851063829787
21.0,607.0,1.9063,NEAR OCEAN,166700.0,Santa Cruz,1.661764705882353
35.0,881.0,3.6654,<1H OCEAN,184500.0,Los Angeles,3.5588235294117645
23.0,149.0,2.6458,<1H OCEAN,112500.0,San Diego,2.9705882352941178
38.0,483.0,2.1859,<1H OCEAN,143800.0,Los Angeles,3.6018518518518516
39.0,1273.0,2.0938,NEAR OCEAN,102500.0,San Diego,3.1818181818181817
9.0,2107.0,4.4042,INLAND,159100.0,San Bernardino,2.9254498714652954
37.0,1179.0,1.3712,NEAR OCEAN,118300.0,Sonoma,2.0113636363636362
36.0,1074.0,4.625,<1H OCEAN,217400.0,Los Angeles,2.5306122448979593
14.0,3490.0,5.9171,INLAND,333300.0,Los Angeles,2.9482758620689653
31.0,2164.0,2.3293,INLAND,73400.0,Fresno,2.0712742980561556
25.0,3124.0,6.4044,<1H OCEAN,333100.0,Los Angeles,2.826879271070615
26.0,1705.0,2.6591,INLAND,180500.0,Stanislaus,2.7203389830508473
27.0,2019.0,5.8178,<1H OCEAN,267400.0,Santa Clara,2.905982905982906
34.0,2400.0,4.1369,<1H OCEAN,316900.0,Santa Clara,2.6484375
14.0,2240.0,5.9585,<1H OCEAN,214900.0,Mendocino,3.344155844155844
51.0,2419.0,2.7933,NEAR OCEAN,206900.0,Santa Cruz,2.47816091954023
33.0,1862.0,2.6053,INLAND,99200.0,San Joaquin,2.4961439588688945
43.0,515.0,1.6094,NEAR OCEAN,93000.0,San Diego,3.1785714285714284
10.0,4926.0,7.472,NEAR OCEAN,439900.0,San Diego,2.331230283911672
29.0,2756.0,2.9625,<1H OCEAN,237300.0,Sonoma,2.6007532956685497
9.0,97.0,2.9063,INLAND,55000.0,Merced,4.136363636363637
46.0,1211.0,1.7849,<1H OCEAN,99300.0,Los Angeles,4.088652482269503
24.0,6012.0,3.0043,INLAND,122100.0,Nevada,2.17877094972067
35.0,1651.0,5.6482,<1H OCEAN,294800.0,Los Angeles,2.8055555555555554
44.0,1686.0,4.0268,NEAR OCEAN,298600.0,San Diego,2.389261744966443
35.0,1213.0,3.6806,NEAR OCEAN,172400.0,San Diego,2.9392265193370166
35.0,1380.0,3.2305,INLAND,93700.0,San Bernardino,2.765151515151515
37.0,2680.0,1.4097,NEAR BAY,84600.0,Alameda,2.886056971514243
31.0,1986.0,3.0294,INLAND,70200.0,Fresno,2.4691943127962084
32.0,1835.0,8.317,NEAR BAY,365900.0,Alameda,2.414448669201521
26.0,2754.0,6.3719,NEAR OCEAN,466900.0,San Mateo,2.8556962025316457
20.0,2067.0,2.9934,<1H OCEAN,134200.0,Lake,2.714714714714715
16.0,1853.0,2.7083,INLAND,173900.0,San Joaquin,2.798342541436464
27.0,2300.0,2.1838,INLAND,109700.0,Lake,2.0708661417322833
26.0,2723.0,2.6779,INLAND,136000.0,Los Angeles,3.708835341365462
34.0,3203.0,4.225,<1H OCEAN,198400.0,Orange,2.9985528219971056
46.0,2149.0,2.8841,<1H OCEAN,290800.0,Los Angeles,2.0428893905191874
39.0,1139.0,2.2833,INLAND,85800.0,Butte,2.359848484848485
19.0,2238.0,2.0714,INLAND,85800.0,Riverside,2.3471400394477318
9.0,2966.0,3.0047,<1H OCEAN,256000.0,Santa Clara,1.9324324324324325
19.0,2086.0,2.8042,NEAR OCEAN,236100.0,Santa Barbara,3.209433962264151
16.0,2790.0,3.1908,INLAND,194300.0,Yolo,2.1792452830188678
16.0,1230.0,2.2969,<1H OCEAN,67500.0,Orange,1.5447154471544715
45.0,1471.0,4.5478,<1H OCEAN,188000.0,Los Angeles,2.68
14.0,2472.0,3.3026,NEAR OCEAN,229500.0,Santa Barbara,2.080515297906602
36.0,1465.0,3.5469,<1H OCEAN,150600.0,Los Angeles,4.497076023391813
5.0,1405.0,3.6037,NEAR BAY,187500.0,San Francisco,1.8494897959183674
7.0,4956.0,3.4426,INLAND,139000.0,San Joaquin,3.2852459016393443
22.0,2486.0,2.9018,NEAR OCEAN,275000.0,Ventura,1.355640535372849
5.0,5735.0,4.8494,INLAND,87200.0,Kern,3.04292343387471
14.0,3035.0,3.6036,INLAND,143500.0,Solano,2.4087481146304675
38.0,2263.0,3.5125,NEAR BAY,224200.0,Contra Costa,2.017681728880157
22.0,3292.0,3.1746,<1H OCEAN,348800.0,Los Angeles,1.8429844097995545
15.0,1199.0,3.6083,NEAR OCEAN,180100.0,San Diego,1.722972972972973
24.0,5745.0,8.2827,INLAND,451400.0,Los Angeles,3.035346097201767
40.0,2190.0,2.3947,INLAND,81900.0,San Bernardino,2.462474645030426
9.0,2818.0,2.6181,NEAR OCEAN,204200.0,San Diego,1.5333333333333334
17.0,13180.0,3.363,INLAND,103000.0,Sacramento,3.0985010706638114
37.0,1995.0,2.1833,INLAND,92700.0,Stanislaus,3.5191873589164784
12.0,5719.0,5.2879,NEAR BAY,231200.0,Alameda,3.250709555345317
34.0,1489.0,3.4821,<1H OCEAN,160300.0,Los Angeles,4.437699680511182
15.0,5957.0,6.2907,<1H OCEAN,253100.0,Santa Clara,3.8495486459378134
43.0,1153.0,1.9402,<1H OCEAN,139300.0,Los Angeles,4.075794621026895
50.0,1993.0,3.9464,NEAR OCEAN,295600.0,San Francisco,2.697860962566845
16.0,2592.0,6.9741,<1H OCEAN,262000.0,Orange,3.339425587467363
52.0,957.0,1.3672,INLAND,55000.0,Butte,2.3004484304932737
39.0,3622.0,3.3125,NEAR OCEAN,425500.0,Los Angeles,2.052469135802469
30.0,1484.0,1.7548,<1H OCEAN,95800.0,Monterey,3.4188034188034186
41.0,1912.0,5.3473,<1H OCEAN,352700.0,Los Angeles,2.8535031847133756
17.0,1149.0,2.8092,INLAND,137500.0,Sacramento,2.39917695473251
16.0,2577.0,2.6012,<1H OCEAN,125600.0,Mendocino,2.5245901639344264
47.0,1453.0,5.5176,<1H OCEAN,191000.0,Los Angeles,2.61231884057971
37.0,1813.0,3.4453,<1H OCEAN,176700.0,Los Angeles,2.933333333333333
24.0,3010.0,4.2006,NEAR OCEAN,290700.0,Santa Cruz,2.6984126984126986
15.0,1840.0,7.5992,<1H OCEAN,310600.0,San Diego,3.5477178423236513
35.0,1050.0,1.7344,<1H OCEAN,146900.0,Los Angeles,3.889830508474576
28.0,1995.0,2.3352,NEAR BAY,84300.0,Contra Costa,2.69248291571754
16.0,2843.0,2.5074,INLAND,69100.0,Modoc,2.3108808290155443
28.0,3477.0,4.4671,<1H OCEAN,172600.0,Santa Clara,4.614197530864198
45.0,726.0,3.0347,<1H OCEAN,183200.0,Los Angeles,3.55
4.0,6360.0,3.5186,INLAND,127800.0,San Bernardino,2.406160458452722
14.0,2297.0,1.787,INLAND,51600.0,Tehama,2.970961887477314
32.0,1263.0,3.6667,INLAND,314100.0,Riverside,2.8222222222222224
13.0,1110.0,2.5887,INLAND,144400.0,Nevada,2.8803827751196174
38.0,412.0,2.6597,INLAND,86000.0,Sutter,3.2
24.0,3748.0,2.7222,INLAND,83100.0,Fresno,2.541029207232267
29.0,3245.0,2.1927,<1H OCEAN,253300.0,Los Angeles,3.544464609800363
22.0,2516.0,2.0192,<1H OCEAN,158300.0,Los Angeles,4.698457223001403
36.0,844.0,5.791,<1H OCEAN,254100.0,Santa Clara,2.33125
36.0,3331.0,3.6974,NEAR OCEAN,122000.0,San Diego,3.059485530546624
25.0,1596.0,4.0074,NEAR OCEAN,188000.0,Ventura,4.474025974025974
28.0,1765.0,6.0256,NEAR OCEAN,276800.0,Santa Barbara,3.9494949494949494
14.0,3355.0,2.6506,<1H OCEAN,164600.0,Santa Cruz,1.9368723098995695
17.0,6725.0,6.4313,<1H OCEAN,393100.0,Santa Clara,3.3485881207400197
38.0,267.0,2.3125,<1H OCEAN,70000.0,Mendocino,3.2666666666666666
24.0,2831.0,4.3397,INLAND,195600.0,San Bernardino,3.636781609195402
36.0,2071.0,4.6226,<1H OCEAN,219700.0,Los Angeles,2.4455445544554455
40.0,2198.0,3.755,<1H OCEAN,398300.0,Los Angeles,1.8042328042328042
28.0,941.0,2.3466,INLAND,53400.0,Kings,3.2666666666666666
44.0,3558.0,3.9243,NEAR BAY,404800.0,Santa Clara,2.1382211538461537
28.0,1765.0,6.5928,<1H OCEAN,439100.0,Orange,2.383954154727794
15.0,5468.0,8.3792,<1H OCEAN,418300.0,Santa Clara,3.29037037037037
32.0,1268.0,1.4511,INLAND,65200.0,Madera,2.010989010989011
34.0,4177.0,5.0457,NEAR OCEAN,395100.0,San Mateo,2.403030303030303
5.0,2087.0,5.4858,NEAR BAY,187800.0,Alameda,2.0947630922693268
41.0,1560.0,3.025,<1H OCEAN,154300.0,Los Angeles,4.287917737789203
28.0,4570.0,6.14,<1H OCEAN,361900.0,Los Angeles,2.435971223021583
3.0,12806.0,5.485,INLAND,343100.0,San Bernardino,2.8345563709139427
40.0,1929.0,3.4402,<1H OCEAN,149400.0,Los Angeles,4.248210023866348
46.0,321.0,2.1029,<1H OCEAN,109400.0,Los Angeles,4.662790697674419
7.0,2465.0,7.1381,INLAND,292200.0,Los Angeles,2.9457831325301207
52.0,775.0,5.0677,INLAND,233300.0,Alameda,2.5609756097560976
19.0,1863.0,2.288,NEAR OCEAN,210000.0,San Diego,1.7256461232604374
19.0,2023.0,5.2486,NEAR OCEAN,353000.0,Santa Cruz,2.9115853658536586
17.0,1546.0,2.1977,<1H OCEAN,154200.0,Los Angeles,4.357913669064748
11.0,8739.0,1.7109,INLAND,44600.0,Kern,2.4914017717561228
35.0,120.0,1.9125,INLAND,47500.0,Kern,11.634146341463415
15.0,4472.0,2.5,INLAND,175900.0,San Joaquin,1.882172131147541
29.0,2795.0,3.7167,<1H OCEAN,308900.0,Los Angeles,2.637342908438061
18.0,328.0,4.1167,<1H OCEAN,87500.0,Orange,6.516666666666667
21.0,2106.0,1.9913,INLAND,95300.0,Fresno,2.281578947368421
19.0,2957.0,5.0686,<1H OCEAN,225600.0,Orange,3.311111111111111
25.0,5321.0,5.0102,<1H OCEAN,340100.0,Orange,2.1805094130675524
8.0,3372.0,8.4284,<1H OCEAN,378300.0,San Diego,3.4285714285714284
29.0,2654.0,2.1563,INLAND,72300.0,San Bernardino,3.072512647554806
39.0,1986.0,3.2333,NEAR BAY,135100.0,Contra Costa,2.703896103896104
39.0,2603.0,3.0854,INLAND,248700.0,Los Angeles,2.455852156057495
21.0,1779.0,2.4414,INLAND,71900.0,Fresno,3.8975741239892185
37.0,1184.0,2.3,<1H OCEAN,165600.0,Los Angeles,4.782608695652174
30.0,1323.0,3.3594,<1H OCEAN,202200.0,Los Angeles,2.5705705705705704
16.0,2502.0,3.2516,<1H OCEAN,202100.0,San Diego,2.451417004048583
13.0,2996.0,6.2456,INLAND,161700.0,Los Angeles,2.5581896551724137
22.0,3205.0,8.1844,NEAR OCEAN,406300.0,San Diego,2.6414634146341465
28.0,1606.0,3.0324,INLAND,55600.0,Tulare,3.6529968454258674
15.0,10282.0,6.4789,INLAND,287800.0,Placer,2.9753846153846153
26.0,4013.0,3.7655,<1H OCEAN,197700.0,Orange,2.648590021691974
20.0,743.0,1.625,INLAND,88300.0,Butte,2.3511904761904763
36.0,1664.0,4.7813,NEAR OCEAN,246400.0,San Mateo,2.9906832298136647
52.0,2495.0,4.1429,NEAR BAY,259600.0,Alameda,2.2801724137931036
25.0,2691.0,3.9196,INLAND,142700.0,Placer,2.584450402144772
11.0,2880.0,3.8056,<1H OCEAN,171100.0,Orange,2.5013850415512464
35.0,2198.0,2.0467,<1H OCEAN,158300.0,Los Angeles,3.773026315789474
32.0,1300.0,3.25,INLAND,107500.0,Los Angeles,2.859437751004016
43.0,5963.0,2.1917,NEAR BAY,112800.0,Alameda,3.5475223395613322
49.0,1788.0,6.6009,<1H OCEAN,375700.0,Los Angeles,2.763157894736842
52.0,3452.0,2.8135,NEAR BAY,260300.0,San Francisco,3.9667994687915007
27.0,1806.0,3.8125,<1H OCEAN,366700.0,Orange,2.2094972067039107
43.0,2178.0,2.5863,NEAR BAY,112200.0,Contra Costa,3.2802547770700636
21.0,1236.0,1.939,INLAND,100300.0,Lake,2.3026819923371646
26.0,2968.0,4.6094,<1H OCEAN,201000.0,Los Angeles,2.6353503184713376
25.0,2115.0,1.8431,INLAND,53900.0,Madera,4.168776371308017
10.0,1658.0,4.7574,<1H OCEAN,209900.0,Ventura,3.1621621621621623
32.0,3670.0,3.682,INLAND,108800.0,Los Angeles,2.9509658246656763
38.0,1475.0,4.7663,<1H OCEAN,191600.0,Los Angeles,3.120754716981132
38.0,2122.0,3.0,INLAND,91800.0,Kern,2.05609756097561
23.0,6323.0,2.3276,<1H OCEAN,92400.0,Riverside,1.7651245551601424
20.0,2512.0,3.9211,INLAND,92300.0,Fresno,3.2533333333333334
33.0,1083.0,2.433,INLAND,101700.0,Solano,2.768472906403941
33.0,146.0,3.5179,INLAND,84400.0,Solano,2.4193548387096775
49.0,882.0,2.6667,NEAR BAY,122000.0,Alameda,3.5095238095238095
36.0,2223.0,4.6806,INLAND,152400.0,San Bernardino,2.8459214501510575
52.0,2164.0,2.0325,NEAR BAY,178100.0,San Francisco,3.9649122807017543
36.0,1479.0,4.2986,<1H OCEAN,189600.0,Los Angeles,3.024489795918367
21.0,4383.0,3.4375,<1H OCEAN,218800.0,Los Angeles,2.945235487404162
23.0,1630.0,2.5625,NEAR OCEAN,131100.0,San Diego,3.0311004784688995
36.0,2391.0,4.0274,<1H OCEAN,160700.0,Los Angeles,4.942211055276382
32.0,3216.0,2.0025,INLAND,54700.0,Kern,3.7221438645980256
42.0,2562.0,2.2214,<1H OCEAN,219000.0,Los Angeles,2.8180494905385736
18.0,1795.0,4.5375,INLAND,169800.0,Mono,2.3221153846153846
38.0,1702.0,1.8801,INLAND,57800.0,Kern,3.2540983606557377
52.0,2097.0,2.9899,NEAR BAY,228100.0,Alameda,2.2154963680387407
35.0,1365.0,5.6533,<1H OCEAN,291400.0,Santa Clara,2.5267175572519083
13.0,2604.0,2.933,INLAND,170700.0,Riverside,2.3453237410071943
24.0,3505.0,1.9575,INLAND,67000.0,Fresno,2.710594315245478
20.0,5776.0,6.6447,<1H OCEAN,416800.0,Los Angeles,2.9455128205128207
37.0,311.0,4.0972,INLAND,101800.0,San Joaquin,3.1666666666666665
33.0,1902.0,2.6852,INLAND,70800.0,Fresno,3.2625698324022347
21.0,1745.0,4.3911,INLAND,107900.0,Kings,2.8664383561643834
27.0,2990.0,5.6846,<1H OCEAN,216100.0,Orange,3.7203219315895373
14.0,3263.0,2.8603,INLAND,128900.0,Tulare,3.2154882154882154
21.0,6603.0,2.6091,<1H OCEAN,163900.0,Los Angeles,3.1782234957020057
8.0,3271.0,1.7418,INLAND,62200.0,Kern,3.9244186046511627
17.0,1498.0,2.0268,INLAND,94200.0,Trinity,2.371900826446281
3.0,1629.0,4.1293,INLAND,83200.0,Imperial,3.2211538461538463
11.0,2838.0,4.945,INLAND,298400.0,Solano,3.124413145539906
47.0,1734.0,3.1731,<1H OCEAN,121500.0,Los Angeles,2.904109589041096
42.0,1007.0,3.0179,<1H OCEAN,153700.0,Los Angeles,3.955223880597015
43.0,1391.0,2.5192,NEAR BAY,76400.0,Alameda,3.0
24.0,4879.0,5.9055,<1H OCEAN,477300.0,Orange,2.356763925729443
18.0,3117.0,4.6458,<1H OCEAN,222800.0,Ventura,3.8146788990825686
38.0,1486.0,3.3988,NEAR OCEAN,147800.0,Los Angeles,4.125766871165644
45.0,1434.0,1.5,NEAR OCEAN,162500.0,Los Angeles,1.4189189189189189
37.0,1519.0,3.0179,<1H OCEAN,272500.0,Los Angeles,1.946031746031746
46.0,2062.0,3.087,NEAR OCEAN,213900.0,Ventura,3.2452025586353943
17.0,12355.0,2.5245,INLAND,99100.0,Sacramento,1.8522616335828181
10.0,1604.0,3.7625,INLAND,113200.0,El Dorado,2.8421052631578947
16.0,352.0,1.6094,INLAND,79500.0,Nevada,2.7560975609756095
27.0,3708.0,4.375,<1H OCEAN,210400.0,Los Angeles,2.664355062413315
35.0,2072.0,6.0928,<1H OCEAN,327300.0,Los Angeles,2.654970760233918
38.0,984.0,5.3261,NEAR OCEAN,376800.0,San Mateo,2.732484076433121
16.0,1326.0,1.9464,INLAND,112500.0,San Joaquin,1.7138047138047139
42.0,1706.0,2.5213,<1H OCEAN,149700.0,Los Angeles,4.342281879194631
21.0,3862.0,2.7816,<1H OCEAN,188200.0,Los Angeles,2.516333938294011
18.0,1082.0,2.4032,INLAND,60000.0,Tulare,3.723004694835681
52.0,1180.0,4.9615,NEAR BAY,292200.0,Marin,2.3705583756345177
34.0,4039.0,5.2305,<1H OCEAN,205100.0,Los Angeles,3.4223227752639516
17.0,762.0,4.2917,INLAND,128800.0,Tehama,2.316546762589928
35.0,3779.0,2.9781,NEAR BAY,109000.0,Contra Costa,3.6715758468335786
35.0,2220.0,3.5938,INLAND,95200.0,Kern,2.428954423592493
21.0,2997.0,8.6123,<1H OCEAN,386700.0,Orange,3.556451612903226
25.0,7201.0,3.7433,NEAR BAY,252100.0,Contra Costa,2.277739009071877
34.0,1058.0,3.0536,<1H OCEAN,137500.0,Los Angeles,4.554585152838428
5.0,3559.0,2.6491,<1H OCEAN,216700.0,Los Angeles,3.734256926952141
17.0,1824.0,4.6719,INLAND,250000.0,Solano,3.0622950819672132
8.0,8647.0,6.5615,NEAR BAY,318300.0,Alameda,3.6395939086294415
52.0,2183.0,3.2632,NEAR BAY,227700.0,Alameda,2.4543478260869565
16.0,2596.0,3.4018,NEAR OCEAN,145200.0,Ventura,2.49644128113879
36.0,1940.0,3.3906,NEAR OCEAN,147800.0,San Diego,2.816753926701571
52.0,1759.0,4.0125,NEAR OCEAN,261000.0,Santa Barbara,2.4378109452736316
33.0,1115.0,3.9009,<1H OCEAN,178600.0,Santa Clara,4.475095785440613
4.0,6712.0,3.2277,INLAND,126500.0,San Bernardino,3.046783625730994
17.0,1441.0,2.425,<1H OCEAN,171700.0,Orange,1.6864035087719298
17.0,4379.0,5.086,INLAND,148400.0,San Bernardino,2.8907563025210083
28.0,2444.0,3.0179,<1H OCEAN,198800.0,Orange,3.259259259259259
6.0,1649.0,3.4231,INLAND,123800.0,San Joaquin,2.0914285714285716
13.0,3252.0,4.2137,INLAND,151700.0,Solano,3.03486529318542
17.0,2612.0,2.6759,<1H OCEAN,120600.0,Orange,1.475177304964539
33.0,2868.0,6.1825,<1H OCEAN,336900.0,Orange,2.9223300970873787
25.0,1612.0,2.963,INLAND,89500.0,Butte,2.762376237623762
34.0,3928.0,4.2851,NEAR OCEAN,144500.0,San Diego,3.3994126284875184
8.0,831.0,5.3908,NEAR OCEAN,165500.0,San Diego,4.805194805194805
17.0,4678.0,4.2276,<1H OCEAN,254100.0,Orange,2.3794117647058823
39.0,1733.0,3.2308,<1H OCEAN,340800.0,Los Angeles,2.2093023255813953
37.0,5305.0,2.0672,<1H OCEAN,283300.0,Los Angeles,2.0784418356456777
26.0,1793.0,5.6485,INLAND,129500.0,Sacramento,2.7787234042553193
19.0,5471.0,3.5719,<1H OCEAN,252800.0,Orange,2.267842822774659
37.0,2444.0,2.6464,NEAR BAY,155200.0,Alameda,2.527508090614887
15.0,539.0,6.3427,<1H OCEAN,305200.0,Orange,4.348484848484849
48.0,4217.0,1.9152,<1H OCEAN,122300.0,Los Angeles,3.475237091675448
11.0,1317.0,4.3611,<1H OCEAN,329700.0,San Luis Obispo,2.6954732510288064
31.0,3340.0,4.8542,<1H OCEAN,275000.0,Santa Clara,2.7565597667638486
12.0,4415.0,3.75,<1H OCEAN,166300.0,Orange,1.7939110070257611
25.0,1526.0,3.1892,<1H OCEAN,214700.0,Los Angeles,3.4497354497354498
37.0,3278.0,3.3987,INLAND,99500.0,San Joaquin,2.488695652173913
15.0,2940.0,4.359,NEAR BAY,192200.0,Santa Clara,1.3263009845288327
23.0,2215.0,4.2955,<1H OCEAN,218800.0,Alameda,2.597560975609756
27.0,3019.0,3.7804,INLAND,113500.0,Los Angeles,3.0210325047801145
31.0,1537.0,1.9722,INLAND,99200.0,Los Angeles,3.1209068010075565
7.0,2773.0,2.6214,INLAND,103800.0,Merced,2.720792079207921
24.0,2469.0,2.5445,<1H OCEAN,151400.0,Los Angeles,5.362359550561798
25.0,1799.0,8.289,<1H OCEAN,372400.0,Orange,3.056603773584906
34.0,1859.0,3.1906,INLAND,76200.0,Kern,2.763754045307443
9.0,1442.0,5.0227,INLAND,162300.0,San Bernardino,2.752173913043478
23.0,1731.0,2.7813,INLAND,172900.0,San Diego,2.372093023255814
28.0,1491.0,1.4205,INLAND,90000.0,Kern,2.0416666666666665
33.0,937.0,3.3214,<1H OCEAN,131300.0,Los Angeles,5.735849056603773
19.0,2682.0,3.2132,INLAND,166000.0,Inyo,2.8421052631578947
29.0,3108.0,4.3333,NEAR BAY,170800.0,Contra Costa,3.2693798449612403
37.0,3242.0,3.901,NEAR OCEAN,432500.0,Los Angeles,1.7170111287758347
3.0,9488.0,5.1781,INLAND,191900.0,Solano,3.067415730337079
19.0,2256.0,2.5129,INLAND,84600.0,Merced,3.3770114942528737
35.0,2693.0,6.0777,<1H OCEAN,327500.0,Santa Clara,2.951648351648352
12.0,7626.0,2.1722,INLAND,69400.0,Riverside,1.8166023166023166
30.0,2787.0,2.2765,INLAND,98100.0,San Bernardino,3.8196248196248197
28.0,3614.0,3.522,<1H OCEAN,190300.0,Orange,3.6917885264341956
23.0,3999.0,2.1292,NEAR OCEAN,135000.0,San Diego,1.8150442477876105
28.0,4169.0,2.331,INLAND,65500.0,Colusa,3.1938271604938273
16.0,1027.0,2.9688,INLAND,63800.0,Madera,3.4870466321243523
35.0,1511.0,1.7898,INLAND,63500.0,San Joaquin,2.9342105263157894
34.0,1995.0,3.4907,<1H OCEAN,153500.0,Los Angeles,3.864864864864865
23.0,1678.0,4.1713,<1H OCEAN,133800.0,San Diego,4.6477272727272725
50.0,1172.0,3.1442,<1H OCEAN,130300.0,Los Angeles,2.6346153846153846
37.0,2246.0,4.2944,<1H OCEAN,354700.0,Los Angeles,2.167755991285403
50.0,1135.0,4.2614,<1H OCEAN,211300.0,Santa Clara,2.4154589371980677
42.0,2002.0,1.5057,NEAR OCEAN,86300.0,San Diego,3.2435344827586206
18.0,4393.0,5.4786,<1H OCEAN,223500.0,San Diego,3.0945347119645494
31.0,5524.0,5.5592,<1H OCEAN,229900.0,Santa Clara,3.2400455062571103
35.0,2705.0,3.0349,<1H OCEAN,266700.0,Los Angeles,1.9243379571248425
46.0,1508.0,4.925,<1H OCEAN,409800.0,Los Angeles,2.340659340659341
25.0,808.0,4.7679,<1H OCEAN,173100.0,Orange,5.64021164021164
30.0,3917.0,6.5617,NEAR BAY,386600.0,Contra Costa,2.4448529411764706
52.0,2175.0,4.5398,NEAR BAY,442000.0,Marin,1.6083499005964215
52.0,248.0,2.3,NEAR BAY,109400.0,Solano,2.5072463768115942
21.0,3905.0,7.6245,<1H OCEAN,336600.0,Monterey,2.6075085324232083
13.0,3432.0,5.584,INLAND,186600.0,El Dorado,2.7361702127659573
17.0,5282.0,3.052,<1H OCEAN,209800.0,Los Angeles,2.6149936467598476
25.0,6191.0,6.4246,NEAR OCEAN,446700.0,Los Angeles,2.2453567937438903
36.0,1904.0,2.0972,<1H OCEAN,187500.0,Santa Clara,5.6344936708860756
19.0,3583.0,3.0214,<1H OCEAN,218400.0,Orange,2.640642939150402
38.0,1918.0,2.5707,INLAND,126000.0,Solano,2.1408045977011496
2.0,6900.0,3.0417,INLAND,146300.0,Riverside,1.989795918367347
16.0,3326.0,5.7421,INLAND,167600.0,San Bernardino,2.7447916666666665
37.0,1822.0,1.9881,<1H OCEAN,159200.0,Los Angeles,3.875494071146245
8.0,1191.0,2.7243,INLAND,138400.0,Stanislaus,2.646153846153846
37.0,2706.0,5.0719,<1H OCEAN,220000.0,Los Angeles,2.796218487394958
41.0,2048.0,2.5726,NEAR OCEAN,193800.0,Los Angeles,1.598499061913696
46.0,2437.0,2.4444,<1H OCEAN,134100.0,Los Angeles,2.4129979035639413
45.0,2923.0,3.1729,INLAND,218700.0,Los Angeles,3.398214285714286
